name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
HIP 63242 b,513,9.18 Jupiters,6.871,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6866/hip-63242-b/,Gas Giant,2013,9.18 Jupiters,1.12 x Jupiter,0.565 AU,124.6 days,0.23,HIP 63242,b,hip 63242 b,Radial Velocity,0,1,124.60000000,,,0,0.565000,,,0,0.230000,,,0,,,,,9.18000,,,0,Msini,,,,,,,,,0,0,0,0,12h57m31.96s,194.383163,-65d38m47.3s,-65.646461,157.16,0.70,-0.70,0,157.16,0.70,-0.70,0,6.871,0.010,0,V (Johnson),6.565,,0,4830.00,100.00,-100.00,0,1.54,0.05,-0.05,0,,,,,2014-05-14,Multiple Observatories
HIP 65407 b,181,0.428 Jupiters,9.42,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7116/hip-65407-b/,Gas Giant,2016,0.428 Jupiters,1.28 x Jupiter,0.177 AU,28.1 days,0.14,HIP 65 A,b,hip 65 a b,Transit,0,1,0.98097340,0.00000310,-0.00000310,0,0.017820,0.000200,-0.000210,0,0.000000,,,0,77.180,0.920,-1.000,0,3.21300,0.07800,-0.07800,0,Mass,2.030,0.610,-0.490,0,0.48000,0.61000,-0.26000,0,0,0,0,0,00h00m44.56s,0.185667,-54d49m50.93s,-54.830814,61.89,0.08,-0.08,0,61.90,0.08,-0.08,0,11.130,0.065,0,V (Johnson),10.590,,0,4590.00,49.00,-49.00,0,0.78,0.03,-0.03,0,0.72,0.01,-0.01,0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS)
HIP 65407 c,181,0.784 Jupiters,9.42,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7117/hip-65407-c/,Gas Giant,2016,0.784 Jupiters,1.24 x Jupiter,0.316 AU,67.3 days,0.12,HIP 65407,b,hip 65407 b,Radial Velocity,0,2,28.12500000,0.01900000,-0.01900000,0,0.177000,0.005000,-0.005000,0,0.140000,0.070000,-0.070000,0,,,,,0.42800,0.03200,-0.03200,0,Msini,,,,,,,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.50,4.60,-4.60,0,61.89,0.11,-0.11,0,9.420,0.020,0,V (Johnson),9.151,,0,5460.00,50.00,-50.00,0,0.93,0.07,-0.07,0,,,,,2016-02-25,Haute-Provence Observatory
HIP 65426 b,363,9 Jupiters,6.982,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7220/hip-65426-b/,Gas Giant,2017,9 Jupiters,1.5 x Jupiter,92.0 AU,630.7 years,0.0,HIP 65407,c,hip 65407 c,Radial Velocity,0,2,67.30000000,0.08000000,-0.08000000,0,0.316000,0.008000,-0.008000,0,0.120000,0.040000,-0.040000,0,,,,,0.78400,0.05400,-0.05400,0,Msini,,,,,,,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.50,4.60,-4.60,0,61.89,0.11,-0.11,0,9.420,0.020,0,V (Johnson),9.151,,0,5460.00,50.00,-50.00,0,0.93,0.07,-0.07,0,,,,,2016-02-25,Haute-Provence Observatory
HIP 65891 b,444,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7123/hip-65891-b/,Gas Giant,2015,6 Jupiters,1.14 x Jupiter,2.81 AU,3 years,0.13,HIP 65426,b,hip 65426 b,Imaging,0,1,,,,,92.000000,,,0,,,,,,,,,9.00000,3.00000,-3.00000,0,Mass,1.500,0.100,-0.100,0,,,,,0,0,0,1,13h24m36.10s,201.150406,-51d30m16.1s,-51.504459,111.40,3.80,-3.80,0,109.21,0.75,-0.75,0,6.982,0.010,0,V (Johnson),6.983,,0,8840.00,200.00,-200.00,0,1.96,0.04,-0.04,0,1.77,0.05,-0.05,0,2017-07-13,Paranal Observatory
HIP 65 A b,202,3.213 Jupiters,11.13,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7661/hip-65-a-b/,Gas Giant,2020,3.213 Jupiters,2.03 x Jupiter,0.01782 AU,1 days,0.0,HIP 65891,b,hip 65891 b,Radial Velocity,0,1,1084.50000000,23.20000000,-23.20000000,0,2.810000,0.090000,-0.090000,0,0.130000,0.050000,-0.050000,0,,,,,6.00000,0.49000,-0.49000,0,Msini,,,,,,,,,0,0,0,0,13h30m25.27s,202.605301,-58d39m51.7s,-58.664356,136.05,12.09,-10.27,0,150.95,0.65,-0.65,0,6.750,,0,V (Johnson),6.479,,0,5000.00,100.00,-100.00,0,2.50,0.21,-0.21,0,8.93,1.02,-1.02,0,2015-06-04,Multiple Observatories
HIP 67522 b,415,0.228 Jupiters,9.802,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7659/hip-67522-b/,Gas Giant,2020,0.228 Jupiters,0.898 x Jupiter,Unknown,7 days,0.06,HIP 67522,b,hip 67522 b,Transit,0,1,6.95950300,0.00001600,-0.00001500,0,,,,0,0.059000,0.193000,-0.046000,0,89.340,0.450,-0.540,0,,,,0,,0.898,0.042,-0.042,0,,,,0,0,0,0,0,13h50m06.28s,207.526169,-40d50m08.9s,-40.835800,127.27,1.10,-1.08,0,127.73,1.10,-1.10,0,9.802,0.029,0,V (Johnson),9.633,,0,5675.00,75.00,-75.00,0,1.22,0.05,-0.05,0,1.38,0.06,-0.06,0,2020-07-23,Transiting Exoplanet Survey Satellite (TESS)
HIP 67537 b,367,11.1 Jupiters,6.44,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7216/hip-67537-b/,Gas Giant,2017,11.1 Jupiters,1.11 x Jupiter,4.91 AU,7 years,0.59,HIP 67537,b,hip 67537 b,Radial Velocity,0,1,2556.50000000,99.20000000,-94.90000000,0,4.910000,0.140000,-0.130000,0,0.590000,0.050000,-0.020000,0,,,,,11.10000,0.40000,-1.10000,0,Msini,,,,,,,,,0,0,0,0,13h50m19.40s,207.580826,-39d54m03.1s,-39.900856,112.60,5.80,-5.80,0,116.43,0.65,-0.65,0,6.440,0.005,0,V (Johnson),6.165,,0,4985.00,100.00,-100.00,0,2.41,0.16,-0.16,0,8.69,0.88,-0.88,0,2017-04-27,Multiple Observatories
HIP 67851 b,215,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6867/hip-67851-b/,Gas Giant,2015,1.38 Jupiters,1.21 x Jupiter,0.46 AU,88.9 days,0.05,HIP 67851,b,hip 67851 b,Radial Velocity,0,2,88.90000000,0.10000000,-0.10000000,0,0.460000,0.020000,-0.020000,0,0.050000,0.040000,-0.040000,0,,,,,1.38000,0.15000,-0.15000,0,Msini,,,,,,,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,1.74,-1.65,0,64.24,0.17,-0.17,0,6.170,,0,V (Johnson),5.882,,0,4890.00,100.00,-100.00,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,2015-06-04,Multiple Observatories
HIP 67851 c,215,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6868/hip-67851-c/,Gas Giant,2015,6.3 Jupiters,1.14 x Jupiter,3.82 AU,5.8 years,0.17,HIP 67851,c,hip 67851 c,Radial Velocity,0,2,2131.80000000,88.30000000,-88.30000000,0,3.820000,0.230000,-0.230000,0,0.170000,0.060000,-0.060000,0,,,,,5.98000,0.76000,-0.76000,0,Msini,,,,,,,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,1.74,-1.65,0,64.24,0.17,-0.17,0,6.170,,0,V (Johnson),5.882,,0,4890.00,100.00,-100.00,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,2015-06-04,Multiple Observatories
HIP 70849 b,79,9 Jupiters,10.36,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6869/hip-70849-b/,Gas Giant,2009,9 Jupiters,1.12 x Jupiter,20.25 AU,47.5 years,0.72,HIP 70849,b,hip 70849 b,Radial Velocity,0,1,17337.50000000,15512.50000000,-15512.50000000,0,20.250000,15.750000,-15.750000,0,0.715000,0.245000,-0.245000,0,,,,,9.00000,6.00000,-6.00000,0,Msini,,,,,,,,,0,0,0,0,14h29m18.56s,217.327347,-46d27m49.7s,-46.463818,24.07,0.02,-0.02,0,24.07,0.02,-0.02,0,10.360,,0,V (Johnson),9.698,,0,4105.00,130.00,-130.00,0,0.63,0.03,-0.03,0,,,,,2014-05-14,La Silla Observatory
HIP 71135 b,106,18.8 Earths,10.542,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7384/hip-71135-b/,Neptune-like,2019,18.8 Earths,0.406 x Jupiter,0.335 AU,87.2 days,0.21,HIP 71135,b,hip 71135 b,Radial Velocity,0,1,87.19000000,0.38100000,-0.38100000,0,0.335000,0.007000,-0.007000,0,0.210000,0.130000,-0.130000,0,,,,,0.05915,0.01290,-0.01290,0,Msini,,,,,,,,,0,0,0,0,14h32m52.22s,218.217590,-52d38m46.6s,-52.646271,32.36,,,0,32.36,0.05,-0.05,0,10.542,0.052,0,V (Johnson),,,,4146.00,107.00,-110.00,0,0.66,0.04,-0.04,0,,,,,2019-05-23,Las Campanas Observatory
HIP 74890 b,298,2.4 Jupiters,7.05,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7027/hip-74890-b/,Gas Giant,2016,2.4 Jupiters,1.18 x Jupiter,2.1 AU,2.3 years,0.07,HIP 74890,b,hip 74890 b,Radial Velocity,0,1,822.30000000,16.80000000,-16.80000000,0,2.100000,0.090000,-0.090000,0,0.070000,0.070000,-0.070000,0,,,,,2.40000,0.30000,-0.30000,0,Msini,,,,,,,,,0,0,0,0,15h18m17.33s,229.572205,-41d25m14.1s,-41.420570,91.49,5.27,-5.27,0,78.83,0.26,-0.26,0,7.050,,0,V (Johnson),6.752,,0,4850.00,100.00,-100.00,0,1.74,0.21,-0.21,0,5.77,0.53,-0.53,0,2016-03-17,Multiple Observatories
HIP 78530 b,511,23 Jupiters,7.192,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6907/hip-78530-b/,Gas Giant,2010,23 Jupiters,1.07 x Jupiter,740.0 AU,12738.7 years,0.0,HIP 78530,b,hip 78530 b,Imaging,0,1,,,,,740.000000,60.000000,-60.000000,0,,,,,,,,,23.00000,1.00000,-1.00000,0,Mass,,,,,,,,,0,0,0,0,16h01m55.46s,240.481064,-21d58m49.4s,-21.980389,156.70,13.00,-13.00,0,,,,,7.192,0.011,0,V (Johnson),,,,10500.00,,,0,2.50,,,0,,,,,2015-04-01,Gemini Observatory
HIP 79098 AB b,477,20.5 Jupiters,5.86,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7429/hip-79098-ab-b/,Gas Giant,2019,20.5 Jupiters,1.08 x Jupiter,345.0 AU,3311 years,0.0,HIP 79098 AB,b,hip 79098 ab b,Imaging,0,1,,,,,345.000000,6.000000,-6.000000,0,,,,,,,,,20.50000,4.50000,-4.50000,0,Mass,,,,,,,,,0,0,0,0,16h08m43.72s,242.182175,-23d41m07.5s,-23.685415,146.30,2.50,-2.50,0,146.33,2.52,-2.52,0,5.860,0.010,0,V (Johnson),5.826,,0,,,,,3.75,1.25,-1.25,0,,,,,2019-07-11,Paranal Observatory
HIP 79431 b,47,2.1 Jupiters,11.34,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6908/hip-79431-b/,Gas Giant,2009,2.1 Jupiters,1.19 x Jupiter,0.36 AU,111.7 days,0.29,HIP 79431,b,hip 79431 b,Radial Velocity,0,1,111.70000000,0.70000000,-0.70000000,0,0.360000,,,0,0.290000,0.020000,-0.020000,0,,,,,2.10000,,,0,Msini,,,,,,,,,0,0,0,0,16h12m41.77s,243.174057,-18d52m31.8s,-18.875504,14.54,0.03,-0.03,0,14.54,0.03,-0.03,0,11.340,,0,V (Johnson),10.235,,0,3368.00,,,0,0.42,,,0,0.54,,,0,2019-01-31,W. M. Keck Observatory
HIP 8541 b,550,5.5 Jupiters,7.88,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7026/hip-8541-b/,Gas Giant,2016,5.5 Jupiters,1.14 x Jupiter,2.8 AU,4.3 years,0.16,HIP 8541,b,hip 8541 b,Radial Velocity,0,1,1560.20000000,53.90000000,-53.90000000,0,2.800000,0.250000,-0.250000,0,0.160000,0.060000,-0.060000,0,,,,,5.50000,1.00000,-1.00000,0,Msini,,,,,,,,,0,0,0,0,01h50m06.33s,27.526375,-54d27m53.9s,-54.464962,168.63,17.35,-17.35,0,155.82,0.64,-0.64,0,7.880,,0,V (Johnson),7.561,,0,4670.00,100.00,-100.00,0,1.17,0.28,-0.28,0,7.83,1.02,-1.02,0,2016-03-17,Multiple Observatories
HIP 91258 b,150,1.09 Jupiters,8.646,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6909/hip-91258-b/,Gas Giant,2013,1.09 Jupiters,1.23 x Jupiter,0.06 AU,5.1 days,0.02,HIP 91258,b,hip 91258 b,Radial Velocity,0,1,5.05050000,0.00150000,-0.00150000,0,0.060000,0.000000,0.000000,0,0.020000,0.010000,-0.010000,0,,,,,1.09000,0.21000,-0.21000,0,Msini,,,,,,,,,0,0,0,0,18h36m53.15s,279.221466,+61d42m09.0s,61.702503,45.95,0.07,-0.07,0,45.95,0.07,-0.07,0,8.646,0.015,0,V (Johnson),8.450,,0,5519.00,70.00,-70.00,0,0.97,0.28,-0.28,0,0.89,0.03,-0.03,0,2018-09-06,Haute-Provence Observatory
HIP 97233 b,335,20 Jupiters,7.34,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6910/hip-97233-b/,Gas Giant,2014,20 Jupiters,1.08 x Jupiter,2.55 AU,2.9 years,0.61,HIP 97233,b,hip 97233 b,Radial Velocity,0,1,1058.80000000,6.70000000,-6.70000000,0,2.550000,0.050000,-0.050000,0,0.610000,0.030000,-0.030000,0,,,,,20.00000,0.40000,-0.40000,0,Msini,,,,,,,,,0,0,0,0,19h45m41.27s,296.421967,-00d41m47.9s,-0.696645,102.58,0.41,-0.41,0,102.58,0.41,-0.41,0,7.340,,0,V (Johnson),7.070,,0,5020.00,100.00,-100.00,0,1.93,0.11,-0.11,0,5.34,0.55,-0.55,0,2014-10-03,Multiple Observatories
HN Pegasi b,59,21.9987 Jupiters,5.95,2006,https://exoplanets.nasa.gov/exoplanet-catalog/7031/hn-pegasi-b/,Gas Giant,2006,21.9987 Jupiters,1.051 x Jupiter,773.0 AU,20503.2 years,0.0,HN Peg,b,hn peg b,Imaging,0,1,,,,,773.000000,13.000000,-13.000000,0,,,,,,,,,21.99870,9.42803,-9.42803,0,Mass,1.051,0.136,-0.058,0,,,,,0,0,0,0,21h44m31.33s,326.130554,+14d46m19.0s,14.771939,18.13,0.02,-0.02,0,18.13,0.02,-0.02,0,5.950,0.020,0,V (Johnson),5.811,,0,5974.00,,,0,1.10,,,0,1.04,,,0,2014-05-14,Spitzer Space Telescope
HR 2562 b,111,30 Jupiters,6.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7229/hr-2562-b/,Gas Giant,2016,30 Jupiters,1.11 x Jupiter,20.3 AU,80.3 years,0.0,HR 2562,b,hr 2562 b,Imaging,0,1,,,,,20.300000,0.300000,-0.300000,0,,,,,,,,,30.00000,15.00000,-15.00000,0,Mass,1.110,0.110,-0.110,0,,,,,0,0,0,1,06h50m01.01s,102.504227,-60d14m56.9s,-60.249146,34.04,0.05,-0.05,0,34.04,0.05,-0.05,0,6.110,,0,V (Johnson),5.989,,0,,,,,1.30,,,0,,,,,2016-09-08,Gemini Observatory
HR 5183 b,103,3.23 Jupiters,6.3,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7462/hr-5183-b/,Gas Giant,2019,3.23 Jupiters,1.17 x Jupiter,18.0 AU,74 years,0.84,HR 5183,b,hr 5183 b,Radial Velocity,0,1,27000.00000000,16000.00000000,-8000.00000000,0,18.000000,6.000000,-4.000000,0,0.840000,0.040000,-0.040000,0,,,,,3.23000,0.15000,-0.14000,0,Msini,,,,,,,,,0,0,0,1,13h46m57.12s,206.738007,+06d21m01.4s,6.350375,31.49,0.04,-0.04,0,31.49,0.04,-0.04,0,6.300,,0,V (Johnson),6.169,,0,5794.00,100.00,-100.00,0,1.07,0.04,-0.04,0,1.53,0.06,-0.05,0,2019-09-26,Multiple Observatories
HR 810 b,57,2.27 Jupiters,5.41,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6913/hr-810-b/,Gas Giant,1999,2.27 Jupiters,1.19 x Jupiter,0.92 AU,302.8 days,0.14,HR 810,b,hr 810 b,Radial Velocity,0,1,302.79999000,2.30000000,-2.30000000,0,0.920000,0.020000,-0.020000,0,0.140000,0.130000,-0.130000,0,,,,,2.27000,0.25000,-0.25000,0,Msini,,,,,,,,,0,0,0,0,02h42m33.47s,40.639442,-50d48m01.1s,-50.800293,17.33,0.02,-0.02,0,17.33,0.02,-0.02,0,5.410,,0,V (Johnson),5.224,,0,6167.00,24.00,-24.00,0,1.34,0.13,-0.13,0,1.13,0.02,-0.02,0,2018-09-06,La Silla Observatory
HR 858 b,104,5 Earths,6.4,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7436/hr-858-b/,Super Earth,2019,5 Earths,2.085 x Earth,0.048 AU,3.6 days,< 0.3,HR 858,b,hr 858 b,Transit,0,3,3.58599000,0.00015000,-0.00015000,0,0.048000,0.001000,-0.001100,0,0.300000,,,1,85.500,1.500,-0.500,0,,,,,,0.186,0.006,-0.006,0,,,,,0,0,0,0,02h51m56.25s,42.984360,-30d48m52.3s,-30.814520,31.99,0.07,-0.07,0,31.99,0.07,-0.07,0,6.400,,0,V (Johnson),6.248,,0,6201.00,50.00,-50.00,0,1.15,0.07,-0.08,0,1.31,0.02,-0.02,0,2019-07-25,Transiting Exoplanet Survey Satellite (TESS)
HR 858 c,104,4.42 Earths,6.4,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7437/hr-858-c/,Super Earth,2019,4.42 Earths,1.939 x Earth,0.0674 AU,6 days,< 0.19,HR 858,c,hr 858 c,Transit,0,3,5.97293000,0.00060000,-0.00053000,0,0.067400,0.001400,-0.001600,0,0.190000,,,1,86.230,0.260,-0.260,0,,,,,,0.173,0.006,-0.006,0,,,,,0,0,0,0,02h51m56.25s,42.984360,-30d48m52.3s,-30.814520,31.99,0.07,-0.07,0,31.99,0.07,-0.07,0,6.400,,0,V (Johnson),6.248,,0,6201.00,50.00,-50.00,0,1.15,0.07,-0.08,0,1.31,0.02,-0.02,0,2019-07-25,Transiting Exoplanet Survey Satellite (TESS)
HR 858 d,104,5.32 Earths,6.4,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7438/hr-858-d/,Neptune-like,2019,5.32 Earths,2.164 x Earth,0.1027 AU,11.2 days,< 0.28,HR 858,d,hr 858 d,Transit,0,3,11.23000000,0.00110000,-0.00100000,0,0.102700,0.002200,-0.002500,0,0.280000,,,1,87.430,0.180,-0.190,0,,,,,,0.193,0.008,-0.007,0,,,,,0,0,0,0,02h51m56.25s,42.984360,-30d48m52.3s,-30.814520,31.99,0.07,-0.07,0,31.99,0.07,-0.07,0,6.400,,0,V (Johnson),6.248,,0,6201.00,50.00,-50.00,0,1.15,0.07,-0.08,0,1.31,0.02,-0.02,0,2019-07-25,Transiting Exoplanet Survey Satellite (TESS)
HR 8799 b,129,7 Jupiters,5.953,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6914/hr-8799-b/,Gas Giant,2008,7 Jupiters,1.2 x Jupiter,68.0 AU,465.8 years,0.0,HR 8799,b,hr 8799 b,Imaging,0,4,170000.00000000,,,0,68.000000,,,0,,,,,,,,,7.00000,4.00000,-2.00000,0,Mass,1.200,0.100,-0.100,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,0.10,-0.10,0,41.29,0.15,-0.15,0,5.953,0.010,0,V (Johnson),5.898,,0,7400.00,,,0,,,,,,,,,2014-05-14,Gemini Observatory
HR 8799 c,129,10 Jupiters,5.953,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6915/hr-8799-c/,Gas Giant,2008,10 Jupiters,1.2 x Jupiter,38.0 AU,189 years,< 0.5,HR 8799,c,hr 8799 c,Imaging,0,4,69000.00000000,,,0,38.000000,,,0,,,,,,,,,10.00000,3.00000,-3.00000,0,Mass,1.200,0.100,0.000,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,0.10,-0.10,0,41.29,0.15,-0.15,0,5.953,0.010,0,V (Johnson),5.898,,0,7400.00,,,0,,,,,,,,,2014-05-14,Gemini Observatory
HR 8799 d,129,10 Jupiters,5.953,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6916/hr-8799-d/,Gas Giant,2008,10 Jupiters,1.2 x Jupiter,24.0 AU,101.4 years,< 0.6,HR 8799,d,hr 8799 d,Imaging,0,4,37000.00000000,,,0,24.000000,,,0,,,,,,,,,10.00000,3.00000,-3.00000,0,Mass,1.200,0.100,0.000,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,0.10,-0.10,0,41.29,0.15,-0.15,0,5.953,0.010,0,V (Johnson),5.898,,0,7400.00,,,0,,,,,,,,,2014-05-14,W. M. Keck Observatory
HR 8799 e,129,10 Jupiters,5.953,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6917/hr-8799-e/,Gas Giant,2010,10 Jupiters,1.17 x Jupiter,16.4 AU,57 years,0.15,HR 8799,e,hr 8799 e,Imaging,0,4,,,,,16.400000,2.100000,-1.100000,0,0.150000,0.080000,-0.080000,0,25.000,8.000,-8.000,0,10.00000,7.00000,-4.00000,0,Mass,1.170,0.130,-0.110,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.40,0.10,-0.10,0,41.29,0.15,-0.15,0,5.953,0.010,0,V (Johnson),5.898,,0,7400.00,,,0,,,,,,,,,2019-06-27,W. M. Keck Observatory
HU Aquarii AB b,627,5.9 Jupiters,16.472,2011,https://exoplanets.nasa.gov/exoplanet-catalog/7501/hu-aquarii-ab-b/,Gas Giant,2011,5.9 Jupiters,1.14 x Jupiter,3.6 AU,6.5 years,0.0,HU Aqr,b,hu aqr ab b,Eclipse Timing Variations,1,2,2390.00000000,4.00000000,-4.00000000,0,3.600000,0.800000,-0.800000,0,0.000000,,,0,90.000,,,0,5.90000,0.60000,-0.60000,0,Msin(i)/sin(i),,,,,,,,,0,0,0,1,21h07m58.19s,316.992450,-05d17m40.5s,-5.294575,192.20,2.33,-2.33,0,192.20,2.33,-2.33,0,,,,,16.472,,0,,,,,0.88,,,0,,,,,2019-10-24,Yunnan Astronomical Observatory
HU Aquarii AB c,627,4.5 Jupiters,16.472,2011,https://exoplanets.nasa.gov/exoplanet-catalog/7502/hu-aquarii-ab-c/,Gas Giant,2011,4.5 Jupiters,1.15 x Jupiter,5.4 AU,12 years,0.51,HU Aqr,c,hu aqr ab c,Eclipse Timing Variations,1,2,4368.00000000,515.00000000,-515.00000000,0,5.400000,0.900000,-0.900000,0,0.510000,0.150000,-0.150000,0,90.000,,,0,4.50000,0.50000,-0.50000,0,Msin(i)/sin(i),,,,,,,,,0,0,0,1,21h07m58.19s,316.992450,-05d17m40.5s,-5.294575,192.20,2.33,-2.33,0,192.20,2.33,-2.33,0,,,,,16.472,,0,,,,,0.88,,,0,,,,,2019-10-24,Yunnan Astronomical Observatory
HW Virginis b,590,14.48228 Jupiters,10.692,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7507/hw-virginis-b/,Gas Giant,2012,14.48228 Jupiters,1.09 x Jupiter,4.69 AU,12.7 years,0.4,HW Vir,b,hw vir b,Eclipse Timing Variations,0,1,4640.00000000,70.00000000,-70.00000000,0,4.690000,0.060000,-0.060000,0,0.400000,0.100000,-0.100000,0,80.900,,,0,14.48228,1.01275,-1.01275,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,12h44m20.24s,191.084320,-08d40m16.8s,-8.671344,181.00,20.00,-20.00,0,172.50,2.53,-2.53,0,10.692,0.069,0,V (Johnson),10.610,,0,,,,,0.48,0.01,-0.01,0,,,,,2019-10-24,McDonald Observatory
IC 4651 9122 b,2869,6.3 Jupiters,10.534,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7280/ic-4651-9122-b/,Gas Giant,2018,6.3 Jupiters,1.14 x Jupiter,2.038 AU,2 years,0.18,IC 4651 9122,b,ic 4651 9122 b,Radial Velocity,0,1,734.00000000,8.10000000,-8.10000000,0,2.038000,0.039000,-0.039000,0,0.180000,0.090000,-0.090000,0,,,,,6.30000,0.50000,-0.50000,0,Msini,,,,,,,,,0,0,0,0,17h24m50.07s,261.208618,-49d56m56.1s,-49.948917,879.38,33.18,-33.18,0,879.38,33.18,-33.18,0,,,,,10.534,,0,,,,,2.10,,,0,,,,,2018-07-19,La Silla Observatory
Iota Draconis b,103,8.82 Jupiters,3.29,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6906/iota-draconis-b/,Gas Giant,2002,8.82 Jupiters,1.12 x Jupiter,1.275 AU,1.4 years,0.71,iot Dra,b,iot dra b,Radial Velocity,0,1,511.09800000,0.08900000,-0.08900000,0,1.275000,0.074000,-0.074000,0,0.712400,0.003900,-0.003900,0,,,,,8.82000,0.72000,-0.72000,0,Msini,,,,,,,,,0,0,0,0,15h24m55.77s,231.232391,+58d57m57.8s,58.966064,31.67,0.30,-0.30,0,31.67,0.30,-0.30,0,3.290,,0,V (Johnson),2.847,,0,4530.00,100.00,-100.00,0,1.05,,,0,,,,,2014-07-23,Lick Observatory
K2-100 b,620,12.6 Earths,10.651,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3499/k2-100-b/,Neptune-like,2016,12.6 Earths,0.32 x Jupiter,0.0296 AU,1.7 days,0.0,K2-10,b,k2-10 b,Transit,0,1,19.30440000,0.00120000,-0.00120000,0,,,,,0.310000,0.160000,-0.180000,0,,,,,0.08495,0.05349,-0.05034,0,Mass,0.343,0.031,-0.030,0,2.60000,2.10000,-1.60000,0,0,0,1,0,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,274.48,3.10,-3.10,0,274.48,3.10,-3.10,0,12.418,0.020,0,V (Johnson),12.216,,0,5620.00,70.00,-70.00,0,0.92,0.05,-0.05,0,0.98,0.08,-0.08,0,2016-02-11,K2
